transaction_date,disclosure_date,owner,ticker,asset_description,asset_type,type,amount,comment,senator,ptr_link,party,state,industry,sector
07/02/2020,08/05/2020,Spouse,SPOT,Spotify Technology S.A.,Stock,Purchase,"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/33d51e53-683b-4cdc-9575-8f72f9a71d57/,Republican,KS,Broadcasting,Consumer Services
07/01/2020,08/05/2020,Spouse,BYND,"Beyond Meat, Inc.",Stock,Purchase,"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/33d51e53-683b-4cdc-9575-8f72f9a71d57/,Republican,KS,Packaged Foods,Consumer Non-Durables
07/09/2020,08/04/2020,Spouse,C,Citigroup Inc.,Stock,Purchase,"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,Democrat,DE,Major Banks,Finance
07/09/2020,08/04/2020,Spouse,QCOM,QUALCOMM Incorporated,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,Democrat,DE,Radio And Television Broadcasting And Communications Equipment,Technology
07/09/2020,08/04/2020,Spouse,RMD,ResMed Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,Democrat,DE,Medical/Dental Instruments,Health Care
07/09/2020,08/04/2020,Spouse,OHI,"Omega Healthcare Investors, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,Democrat,DE,Real Estate Investment Trusts,Consumer Services
07/09/2020,08/04/2020,Spouse,ARCC,Ares Capital Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,Democrat,DE,Finance/Investors Services,Finance
07/09/2020,08/04/2020,Spouse,LMT,Lockheed Martin Corporation,Stock,Purchase,"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,Democrat,DE,Military/Government/Technical,Capital Goods
07/09/2020,08/04/2020,Spouse,WIW,Western Asset Inflation-Linked Opportunities &amp; Inc,Stock,Purchase,"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,Democrat,DE,Finance Companies,Finance
07/09/2020,08/04/2020,Spouse,NVDA,NVIDIA Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,Democrat,DE,Semiconductors,Technology
07/09/2020,08/04/2020,Spouse,AXS,AXIS Capital Holdings Limited,Stock,Purchase,"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,Democrat,DE,Property-Casualty Insurers,Finance
07/09/2020,08/04/2020,Spouse,MPW,"Medical Properties Trust, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,Democrat,DE,Real Estate Investment Trusts,Consumer Services
07/09/2020,08/04/2020,Spouse,GLAD,Gladstone Capital Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,Democrat,DE,Finance/Investors Services,Finance
07/09/2020,08/04/2020,Spouse,MANT,ManTech International Corporation,Stock,Purchase,"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,Democrat,DE,,
07/09/2020,08/04/2020,Spouse,SWKS,"Skyworks Solutions, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,Democrat,DE,Semiconductors,Technology
07/09/2020,08/04/2020,Spouse,HASI,Hannon Armstrong Sustainable Infrastructure Capita,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,Democrat,DE,Real Estate Investment Trusts,Consumer Services
07/09/2020,08/04/2020,Spouse,ABBV,AbbVie Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,Democrat,DE,Major Pharmaceuticals,Health Care
07/09/2020,08/04/2020,Spouse,LMRK,Landmark Infrastructure Partners LP,Stock,Purchase,"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,Democrat,DE,,
07/09/2020,08/04/2020,Spouse,AY,Atlantica Sustainable Infrastructure plc,Stock,Purchase,"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,Democrat,DE,Electric Utilities: Central,Public Utilities
07/09/2020,08/04/2020,Spouse,IRM,Iron Mountain Incorporated,Stock,Purchase,"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,Democrat,DE,Real Estate Investment Trusts,Consumer Services
07/09/2020,08/04/2020,Spouse,LHX,"L3Harris Technologies, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,Democrat,DE,Industrial Machinery/Components,Capital Goods
07/09/2020,08/04/2020,Spouse,APO,"Apollo Global Management, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,Democrat,DE,Investment Managers,Finance
07/09/2020,08/04/2020,Spouse,AAPL,Apple Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,Democrat,DE,Computer Manufacturing,Technology
07/09/2020,08/04/2020,Spouse,PFE,Pfizer Inc.,Stock,Purchase,"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,Democrat,DE,Major Pharmaceuticals,Health Care
07/09/2020,08/04/2020,Spouse,TSN,"Tyson Foods, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,Democrat,DE,Meat/Poultry/Fish,Consumer Non-Durables
07/08/2020,08/04/2020,Spouse,TCEHY,Tencent Holdings Limited,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,Democrat,DE,,
07/07/2020,08/04/2020,Spouse,WIW,Western Asset Inflation-Linked Opportunities &amp; Inc,Stock,Purchase,"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,Democrat,DE,Finance Companies,Finance
07/02/2020,07/31/2020,Spouse,STX,Seagate Technology plc,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,Democrat,OR,Electronic Components,Technology
07/02/2020,07/31/2020,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,Democrat,OR,Catalog/Specialty Distribution,Consumer Services
07/06/2020,07/31/2020,Spouse,STX,Seagate Technology plc,Stock,Purchase,"$50,001 - $100,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,Democrat,OR,Electronic Components,Technology
07/06/2020,07/31/2020,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,Democrat,OR,Catalog/Specialty Distribution,Consumer Services
07/06/2020,07/31/2020,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$50,001 - $100,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,Democrat,OR,Computer Manufacturing,Technology
07/06/2020,07/31/2020,Spouse,KLAC,KLA Corporation,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,Democrat,OR,Electronic Components,Capital Goods
07/06/2020,07/31/2020,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,Democrat,OR,Computer Software: Prepackaged Software,Technology
07/06/2020,07/31/2020,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,Democrat,OR,Semiconductors,Technology
07/07/2020,07/31/2020,Spouse,TRIP,"TripAdvisor, Inc.",Stock,Sale (Full),"$50,001 - $100,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,Democrat,OR,"Computer Software: Programming, Data Processing",Technology
07/13/2020,07/31/2020,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,Democrat,OR,Computer Manufacturing,Technology
07/13/2020,07/31/2020,Spouse,CAT,Caterpillar Inc.,Stock,Sale (Full),"$50,001 - $100,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,Democrat,OR,Construction/Ag Equipment/Trucks,Capital Goods
07/13/2020,07/31/2020,Spouse,COST,Costco Wholesale Corporation,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,Democrat,OR,Department/Specialty Retail Stores,Consumer Services
07/13/2020,07/31/2020,Spouse,F,Ford Motor Company,Stock,Purchase,"$1,001 - $15,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,Democrat,OR,Auto Manufacturing,Capital Goods
07/13/2020,07/31/2020,Spouse,OSK,Oshkosh Corporation,Stock,Purchase,"$50,001 - $100,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,Democrat,OR,Auto Manufacturing,Consumer Discretionary
07/15/2020,07/31/2020,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,Democrat,OR,Computer Manufacturing,Technology
07/20/2020,07/31/2020,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,Democrat,OR,Computer Manufacturing,Technology
07/20/2020,07/31/2020,Spouse,OSK,Oshkosh Corporation,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,Democrat,OR,Auto Manufacturing,Consumer Discretionary
07/23/2020,07/31/2020,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$100,001 - $250,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,Democrat,OR,Computer Software: Prepackaged Software,Technology
07/27/2020,07/31/2020,Spouse,GOOG,Alphabet Inc.,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,Democrat,OR,"Computer Software: Programming, Data Processing",Technology
07/27/2020,07/31/2020,Spouse,FB,"Facebook, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,Democrat,OR,"Computer Software: Programming, Data Processing",Technology
07/27/2020,07/31/2020,Spouse,IRBT,iRobot Corporation,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,Democrat,OR,,
07/27/2020,07/31/2020,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,Democrat,OR,Semiconductors,Technology
07/28/2020,07/31/2020,Spouse,DHI,"D.R. Horton, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,Democrat,OR,,
07/15/2020,07/24/2020,Self,AAPL,Apple Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/9b11b917-572b-44ae-a8fa-b75d06276ecf/,Republican,OK,Computer Manufacturing,Technology
07/15/2020,07/24/2020,Self,AMZN,"Amazon.com, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/9b11b917-572b-44ae-a8fa-b75d06276ecf/,Republican,OK,Catalog/Specialty Distribution,Consumer Services
06/29/2020,07/24/2020,Self,BAM,Brookfield Asset Management Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/9b11b917-572b-44ae-a8fa-b75d06276ecf/,Republican,OK,Building operators,Consumer Services
06/25/2020,07/14/2020,Spouse,WFC,Wells Fargo &amp; Company,Stock,Purchase,"$15,001 - $50,000",--,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/9363be8a-0a06-443e-b27a-8c62cf83a956/,Republican,WV,Major Banks,Finance
06/16/2020,07/14/2020,Joint,RPM,RPM International Inc.,Stock,Sale (Partial),"$50,001 - $100,000","The filer's portfolio is managed by a third party investment professional. The filer was advised of these transactions on July 7, 2020. This activity is part of an ongoing long term portfolio diversification strategy that regularly includes similar transactions.",Dan Sullivan,https://efdsearch.senate.gov/search/view/ptr/21f72e24-9365-46e8-8cfc-c5a5a2a4ca99/,Republican,AK,Paints/Coatings,Basic Industries
06/26/2020,07/06/2020,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/8be9d29a-c980-494e-b719-64794f213978/,Republican,KS,Catalog/Specialty Distribution,Consumer Services
06/04/2020,07/06/2020,Spouse,AAL,American Airlines Group Inc.,Stock,Purchase,"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/8be9d29a-c980-494e-b719-64794f213978/,Republican,KS,Air Freight/Delivery Services,Transportation
06/04/2020,07/06/2020,Spouse,AAL,American Airlines Group Inc.,Stock,Purchase,"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/8be9d29a-c980-494e-b719-64794f213978/,Republican,KS,Air Freight/Delivery Services,Transportation
06/30/2020,07/06/2020,Spouse,BA,The Boeing Company,Stock,Purchase,"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/8be9d29a-c980-494e-b719-64794f213978/,Republican,KS,Aerospace,Capital Goods
06/30/2020,07/06/2020,Spouse,AAL,American Airlines Group Inc.,Stock,Purchase,"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/8be9d29a-c980-494e-b719-64794f213978/,Republican,KS,Air Freight/Delivery Services,Transportation
06/05/2020,07/06/2020,Spouse,BA,The Boeing Company,Stock,Purchase,"$1,001 - $15,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/8be9d29a-c980-494e-b719-64794f213978/,Republican,KS,Aerospace,Capital Goods
06/30/2020,07/02/2020,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Catalog/Specialty Distribution,Consumer Services
06/26/2020,07/02/2020,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Computer Manufacturing,Technology
06/26/2020,07/02/2020,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Catalog/Specialty Distribution,Consumer Services
06/26/2020,07/02/2020,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Computer Software: Prepackaged Software,Technology
06/26/2020,07/02/2020,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Consumer Electronics/Video Chains,Consumer Services
06/26/2020,07/02/2020,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Semiconductors,Technology
06/24/2020,07/02/2020,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Computer Manufacturing,Technology
06/24/2020,07/02/2020,Spouse,COST,Costco Wholesale Corporation,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Department/Specialty Retail Stores,Consumer Services
06/24/2020,07/02/2020,Spouse,COUP,Coupa Software Incorporated,Stock,Purchase,"$50,001 - $100,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Computer Software: Prepackaged Software,Technology
06/24/2020,07/02/2020,Spouse,DIS,The Walt Disney Company,Stock,Purchase,"$50,001 - $100,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Services-Misc. Amusement & Recreation,Consumer Services
06/24/2020,07/02/2020,Spouse,FB,"Facebook, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,"Computer Software: Programming, Data Processing",Technology
06/24/2020,07/02/2020,Spouse,GOOG,Alphabet Inc.,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,"Computer Software: Programming, Data Processing",Technology
06/24/2020,07/02/2020,Spouse,IRBT,iRobot Corporation,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,,
06/24/2020,07/02/2020,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Computer Software: Prepackaged Software,Technology
06/24/2020,07/02/2020,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Semiconductors,Technology
06/24/2020,07/02/2020,Spouse,PYPL,"PayPal Holdings, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Business Services,Miscellaneous
06/23/2020,07/02/2020,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$50,001 - $100,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Computer Manufacturing,Technology
06/23/2020,07/02/2020,Spouse,AMAT,"Applied Materials, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Semiconductors,Technology
06/23/2020,07/02/2020,Spouse,AVGO,Broadcom Inc.,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Semiconductors,Technology
06/23/2020,07/02/2020,Spouse,COUP,Coupa Software Incorporated,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Computer Software: Prepackaged Software,Technology
06/23/2020,07/02/2020,Spouse,MMM,3M Company,Stock,Purchase,"$50,001 - $100,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Medical/Dental Instruments,Health Care
06/23/2020,07/02/2020,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Computer Software: Prepackaged Software,Technology
06/17/2020,07/02/2020,Spouse,AMAT,"Applied Materials, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Semiconductors,Technology
06/17/2020,07/02/2020,Spouse,COUP,Coupa Software Incorporated,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Computer Software: Prepackaged Software,Technology
06/17/2020,07/02/2020,Spouse,INTC,Intel Corporation,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Semiconductors,Technology
06/17/2020,07/02/2020,Spouse,KLAC,KLA Corporation,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Electronic Components,Capital Goods
06/17/2020,07/02/2020,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Computer Software: Prepackaged Software,Technology
06/03/2020,07/02/2020,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$50,001 - $100,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Consumer Electronics/Video Chains,Consumer Services
06/04/2020,07/02/2020,Spouse,VMC,Vulcan Materials Company,Stock,Purchase,"$50,001 - $100,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Basic Industries
06/04/2020,07/02/2020,Spouse,STZ,"Constellation Brands, Inc.",Stock,Purchase,"$50,001 - $100,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Beverages (Production/Distribution),Consumer Non-Durables
06/04/2020,07/02/2020,Spouse,RDS-B,Royal Dutch Shell plc,Stock,Sale (Full),"$1,001 - $15,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,,
06/04/2020,07/02/2020,Spouse,PYPL,"PayPal Holdings, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Business Services,Miscellaneous
06/04/2020,07/02/2020,Spouse,MAR,"Marriott International, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Hotels/Resorts,Consumer Services
06/04/2020,07/02/2020,Spouse,KLAC,KLA Corporation,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Electronic Components,Capital Goods
06/04/2020,07/02/2020,Spouse,FB,"Facebook, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,"Computer Software: Programming, Data Processing",Technology
06/04/2020,07/02/2020,Spouse,AVGO,Broadcom Inc.,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Semiconductors,Technology
06/05/2020,07/02/2020,Spouse,VMC,Vulcan Materials Company,Stock,Purchase,"$15,001 - $50,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Basic Industries
06/05/2020,07/02/2020,Spouse,TRIP,"TripAdvisor, Inc.",Stock,Purchase,"$50,001 - $100,000",--,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,Democrat,OR,"Computer Software: Programming, Data Processing",Technology
