to_country,from_country,requirement
Mozambique,Czech Republic,visa required
Mozambique,Denmark,visa required
Mozambique,Djibouti,eVisaApply now
Mozambique,Dominica,visa-free/180 days
Mozambique,Dominican Republic,visa required
Mozambique,Ecuador,visa-free/90 days
Mozambique,Egypt,visa required
Mozambique,El Salvador,eVisaApply now
Mozambique,Equatorial Guinea,eVisaApply now
Mozambique,Eritrea,visa required
Mozambique,Estonia,visa required
Mozambique,Eswatini,visa-free/30 days
Mozambique,Ethiopia,visa on arrival / eVisa/90 daysApply now
Mozambique,Fiji,visa required
Mozambique,Finland,visa required
Mozambique,France,visa required
Mozambique,Gabon,eVisa/90 daysApply now
Mozambique,Gambia,visa-free/90 days
Mozambique,Georgia,eVisaApply now
Mozambique,Germany,visa required
Mozambique,Ghana,visa on arrival/30 days
Mozambique,Greece,visa required
Mozambique,Grenada,visa-free/90 days
Mozambique,Guatemala,visa required
Mozambique,Guinea,eVisa/90 daysApply now
Mozambique,Guinea-Bissau,visa on arrival/90 days
Mozambique,Guyana,visa required
Mozambique,Haiti,visa-free/90 days
Mozambique,Honduras,visa required
Mozambique,Hong Kong,visa-free/14 days
Mozambique,Hungary,visa required
Mozambique,Iceland,visa required
Mozambique,India,eVisa/30 daysApply now
Mozambique,Indonesia,visa on arrival / eVisa/30 daysApply now
Mozambique,Iran,eVisa/30 daysApply now
Mozambique,Iraq,visa required
Mozambique,Ireland,visa required
Mozambique,Israel,visa required
Mozambique,Italy,visa required
Mozambique,Jamaica,visa-free
Mozambique,Japan,visa required
Mozambique,Jordan,eVisa
Mozambique,Kazakhstan,eVisaApply now
Mozambique,Kenya,visa-free/90 days
Mozambique,Kiribati,visa-free/90 days
Mozambique,Kosovo,visa required
Mozambique,Kuwait,visa required
Mozambique,Kyrgyzstan,eVisaApply now
Mozambique,Laos,visa required
Mozambique,Latvia,visa required
Mozambique,Lebanon,visa required
Mozambique,Lesotho,visa required
Mozambique,Liberia,visa required
Mozambique,Libya,visa required
Mozambique,Liechtenstein,visa required
Mozambique,Lithuania,visa required
Mozambique,Luxembourg,visa required
Mozambique,Macao,visa on arrival/30 days
Mozambique,Madagascar,visa on arrival/90 days
Mozambique,Malawi,visa-free/90 days
Mozambique,Malaysia,eVisa/14 daysApply now
Mozambique,Maldives,visa on arrival/30 days
Mozambique,Mali,visa required
Mozambique,Malta,visa required
Mozambique,Marshall Islands,visa required
Mozambique,Mauritania,visa on arrival
Mozambique,Mauritius,visa-free/90 days
Mozambique,Mexico,visa required
Mozambique,Micronesia,visa-free/30 days
Mozambique,Moldova,eVisaApply now
Mozambique,Monaco,visa required
Mozambique,Mongolia,eVisaApply now
Mozambique,Montenegro,visa required
Mozambique,Morocco,visa required
Mozambique,Myanmar,visa required
Mozambique,Namibia,visa-free/90 days
Mozambique,Nauru,visa required
Mozambique,Nepal,visa on arrival / eVisa/150 daysApply now
Mozambique,Netherlands,visa required
Mozambique,New Zealand,visa required
Mozambique,Nicaragua,visa on arrival/30 days
Mozambique,Niger,visa required
Mozambique,Nigeria,visa on arrival / eVisaApply now
Mozambique,North Korea,visa required
Mozambique,North Macedonia,visa required
Mozambique,Norway,visa required
Mozambique,Oman,eVisaApply now
Mozambique,Pakistan,eTA/30 daysApply now
Mozambique,Palau,visa on arrival/30 days
Mozambique,Palestinian Territories,visa required
Mozambique,Panama,visa required
Mozambique,Papua New Guinea,visa required
Mozambique,Paraguay,visa required
Mozambique,Peru,visa required
Mozambique,Philippines,visa-free/30 days
Mozambique,Poland,visa required
Mozambique,Portugal,visa required
Mozambique,Qatar,visa required
Mozambique,Romania,visa required
Mozambique,Russian Federation,visa required
Mozambique,Rwanda,visa-free/30 days
Mozambique,Saint Kitts and Nevis,eVisaApply now
Mozambique,Saint Lucia,visa on arrival/42 days
Mozambique,Samoa,visa on arrival/90 days
Mozambique,San Marino,visa required
Mozambique,Sao Tome and Principe,visa-free
Mozambique,Saudi Arabia,visa required
Mozambique,Senegal,visa required
Mozambique,Serbia,visa required
Mozambique,Seychelles,tourist registration/90 daysApply now
Mozambique,Sierra Leone,visa on arrival / eVisa/30 daysApply now
Mozambique,Singapore,visa-free/30 days
Mozambique,Slovakia,visa required
Mozambique,Slovenia,visa required
Mozambique,Solomon Islands,visa required
Mozambique,Somalia,visa on arrival/30 days
Mozambique,South Africa,visa-free/30 days
Mozambique,South Korea,eVisaApply now
Mozambique,South Sudan,eVisaApply now
Mozambique,Spain,visa required
Mozambique,Sri Lanka,eTA/30 daysApply now
Mozambique,St. Vincent and the Grenadines,visa-free/90 days
Mozambique,Sudan,visa required
Mozambique,Suriname,tourist card/90 daysApply now
Mozambique,Sweden,visa required
Mozambique,Switzerland,visa required
Mozambique,Syria,visa required
Mozambique,Taiwan,visa required
Mozambique,Tajikistan,eVisaApply now
Mozambique,Tanzania,visa-free/90 days
Mozambique,Thailand,visa required
Mozambique,Timor-Leste,visa on arrival/30 days
Mozambique,Togo,visa on arrival / eVisa/15 daysApply now
Mozambique,Tonga,visa required
Mozambique,Trinidad and Tobago,visa required
Mozambique,Tunisia,visa required
Mozambique,Turkmenistan,visa required
Mozambique,Tuvalu,visa on arrival/30 days
Mozambique,Türkiye,visa required
Mozambique,Uganda,eVisaApply now
Mozambique,Ukraine,visa required
Mozambique,United Arab Emirates,visa required
Mozambique,United Kingdom,visa required
Mozambique,United States of America,visa required
Mozambique,Uruguay,visa required
Mozambique,Uzbekistan,eVisaApply now
Mozambique,Vanuatu,visa-free/30 days
Mozambique,Vatican City,visa required
Mozambique,Venezuela,visa required
Mozambique,Viet Nam,eVisa/90 daysApply now
Mozambique,Yemen,visa required
Mozambique,Zambia,visa-free/90 days
Mozambique,Zimbabwe,visa-free/90 days
Myanmar,Afghanistan,visa required
Myanmar,Albania,eVisaApply now
Myanmar,Algeria,visa required
Myanmar,Andorra,visa required
Myanmar,Angola,visa required
Myanmar,Antigua and Barbuda,eVisaApply now
Myanmar,Argentina,visa required
Myanmar,Armenia,eVisa/120 daysApply now
Myanmar,Australia,eVisaApply now
Myanmar,Austria,visa required
Myanmar,Azerbaijan,visa required
Myanmar,Bahamas,eVisaApply now
Myanmar,Bahrain,eVisaApply now
Myanmar,Bangladesh,visa required
Myanmar,Barbados,visa required
Myanmar,Belarus,visa required
Myanmar,Belgium,visa required
Myanmar,Belize,visa required
Myanmar,Benin,eVisaApply now
Myanmar,Bhutan,eVisaApply now
Myanmar,Bolivia,visa on arrival / eVisa/90 daysApply now
Myanmar,Bosnia and Herzegovina,visa required
Myanmar,Botswana,eVisaApply now
Myanmar,Brazil,visa required
Myanmar,Brunei,visa-free/14 days
Myanmar,Bulgaria,visa required
Myanmar,Burkina Faso,eVisaApply now
Myanmar,Burundi,visa on arrival/30 days
Myanmar,Cambodia,visa on arrival / eVisa/30 daysApply now
Myanmar,Cameroon,eVisaApply now
Myanmar,Canada,visa required
Myanmar,Cape Verde,visa on arrival (EASE)Apply now
Myanmar,Central African Republic,visa required
Myanmar,Chad,visa required
Myanmar,Chile,visa required
Myanmar,China,visa required
Myanmar,Colombia,eVisaApply now
Myanmar,Comoros,visa on arrival/45 days
Myanmar,Congo,visa required
Myanmar,Congo (Dem. Rep.),eVisa/90 daysApply now
Myanmar,Costa Rica,visa required
Myanmar,Cote d'Ivoire (Ivory Coast),pre-enrollment/90 daysApply now
Myanmar,Croatia,visa required
Myanmar,Cuba,tourist card/30 days
Myanmar,Cyprus,visa required
Myanmar,Czech Republic,visa required
Myanmar,Denmark,visa required
Myanmar,Djibouti,eVisaApply now
Myanmar,Dominica,visa-free/21 days
Myanmar,Dominican Republic,visa required
Myanmar,Ecuador,eVisaApply now
Myanmar,Egypt,visa required
Myanmar,El Salvador,eVisaApply now
Myanmar,Equatorial Guinea,eVisaApply now
Myanmar,Eritrea,visa required
Myanmar,Estonia,visa required
Myanmar,Eswatini,visa required
Myanmar,Ethiopia,eVisa/90 daysApply now
Myanmar,Fiji,visa required
Myanmar,Finland,visa required
Myanmar,France,visa required
Myanmar,Gabon,eVisa/90 daysApply now
Myanmar,Gambia,visa required
Myanmar,Georgia,eVisaApply now
Myanmar,Germany,visa required
Myanmar,Ghana,visa on arrival
Myanmar,Greece,visa required
Myanmar,Grenada,visa required
Myanmar,Guatemala,visa required
Myanmar,Guinea,eVisa/90 daysApply now
Myanmar,Guinea-Bissau,visa on arrival/90 days
Myanmar,Guyana,visa required
Myanmar,Haiti,visa-free/90 days
Myanmar,Honduras,visa required
Myanmar,Hong Kong,visa required
Myanmar,Hungary,visa required
Myanmar,Iceland,visa required
Myanmar,India,eVisa/30 daysApply now
Myanmar,Indonesia,visa-free/30 days
Myanmar,Iran,eVisa/30 daysApply now
Myanmar,Iraq,visa required
Myanmar,Ireland,visa required
Myanmar,Israel,visa required
Myanmar,Italy,visa required
Myanmar,Jamaica,visa required
Myanmar,Japan,visa required
Myanmar,Jordan,visa on arrival / eVisaApply now
Myanmar,Kazakhstan,eVisaApply now
Myanmar,Kenya,eVisa/90 daysApply now
Myanmar,Kiribati,visa required
Myanmar,Kosovo,visa required
Myanmar,Kuwait,visa required
Myanmar,Kyrgyzstan,eVisaApply now
Myanmar,Laos,visa-free/14 days
Myanmar,Latvia,visa required
Myanmar,Lebanon,visa required
Myanmar,Lesotho,eVisa/14 days
Myanmar,Liberia,visa required
Myanmar,Libya,visa required
Myanmar,Liechtenstein,visa required
Myanmar,Lithuania,visa required
Myanmar,Luxembourg,visa required
Myanmar,Macao,visa on arrival/30 days
Myanmar,Madagascar,visa on arrival/90 days
Myanmar,Malawi,visa on arrival / eVisa/30 daysApply now
Myanmar,Malaysia,eVisa/30 daysApply now
Myanmar,Maldives,visa on arrival/30 days
Myanmar,Mali,visa required
Myanmar,Malta,visa required
Myanmar,Marshall Islands,visa required
Myanmar,Mauritania,visa on arrival
Myanmar,Mauritius,visa on arrival/14 days
Myanmar,Mexico,visa required
Myanmar,Micronesia,visa-free/30 days
Myanmar,Moldova,eVisaApply now
Myanmar,Monaco,visa required
Myanmar,Mongolia,eVisaApply now
Myanmar,Montenegro,visa required
Myanmar,Morocco,visa required
Myanmar,Mozambique,visa on arrival / eVisa/30 daysApply now
Myanmar,Namibia,visa required
Myanmar,Nauru,visa required
Myanmar,Nepal,visa on arrival / eVisa/150 daysApply now
Myanmar,Netherlands,visa required
Myanmar,New Zealand,visa required
Myanmar,Nicaragua,visa on arrival/30 days
Myanmar,Niger,visa required
Myanmar,Nigeria,eVisaApply now
Myanmar,North Korea,visa required
Myanmar,North Macedonia,visa required
Myanmar,Norway,visa required
Myanmar,Oman,eVisaApply now
Myanmar,Pakistan,eVisaApply now
Myanmar,Palau,visa required
Myanmar,Palestinian Territories,visa required
Myanmar,Panama,visa required
Myanmar,Papua New Guinea,visa required
Myanmar,Paraguay,visa required
Myanmar,Peru,visa required
Myanmar,Philippines,visa-free/30 days
Myanmar,Poland,visa required
Myanmar,Portugal,visa required
Myanmar,Qatar,visa required
Myanmar,Romania,visa required
Myanmar,Russian Federation,eVisa/15 daysApply now
Myanmar,Rwanda,visa on arrival / eVisa/30 daysApply now
Myanmar,Saint Kitts and Nevis,eVisaApply now
Myanmar,Saint Lucia,visa required
Myanmar,Samoa,visa on arrival/90 days
Myanmar,San Marino,visa required
Myanmar,Sao Tome and Principe,eVisaApply now
Myanmar,Saudi Arabia,visa required
Myanmar,Senegal,visa required
Myanmar,Serbia,visa required
Myanmar,Seychelles,tourist registration/90 daysApply now
Myanmar,Sierra Leone,eVisaApply now
Myanmar,Singapore,visa-free/30 days
Myanmar,Slovakia,visa required
Myanmar,Slovenia,visa required
Myanmar,Solomon Islands,visa required
Myanmar,Somalia,visa on arrival/30 days
Myanmar,South Africa,visa required
Myanmar,South Korea,eVisaApply now
Myanmar,South Sudan,eVisaApply now
Myanmar,Spain,visa required
Myanmar,Sri Lanka,eTA/30 daysApply now
Myanmar,St. Vincent and the Grenadines,visa-free/90 days
Myanmar,Sudan,visa required
Myanmar,Suriname,tourist card/90 daysApply now
Myanmar,Sweden,visa required
Myanmar,Switzerland,visa required
Myanmar,Syria,visa required
Myanmar,Taiwan,eTA/14 days
Myanmar,Tajikistan,eVisaApply now
Myanmar,Tanzania,visa on arrival / eVisaApply now
Myanmar,Thailand,visa-free/14 days
Myanmar,Timor-Leste,visa on arrival/30 days
Myanmar,Togo,visa on arrival / eVisa/15 daysApply now
Myanmar,Tonga,visa required
Myanmar,Trinidad and Tobago,visa required
Myanmar,Tunisia,visa required
Myanmar,Turkmenistan,visa required
Myanmar,Tuvalu,visa on arrival/30 days
Myanmar,Türkiye,visa required
Myanmar,Uganda,eVisaApply now
Myanmar,Ukraine,visa required
Myanmar,United Arab Emirates,visa required
Myanmar,United Kingdom,visa required
Myanmar,United States of America,visa required
Myanmar,Uruguay,visa required
Myanmar,Uzbekistan,eVisaApply now
Myanmar,Vanuatu,visa required
Myanmar,Vatican City,visa required
Myanmar,Venezuela,visa required
Myanmar,Viet Nam,visa-free/30 days
Myanmar,Yemen,visa required
Myanmar,Zambia,visa on arrival / eVisa/90 daysApply now
Myanmar,Zimbabwe,eVisaApply now
Namibia,Afghanistan,visa required
Namibia,Albania,eVisaApply now
Namibia,Algeria,visa required
Namibia,Andorra,visa required
Namibia,Angola,visa-free
Namibia,Antigua and Barbuda,visa-free/180 days
Namibia,Argentina,visa required
Namibia,Armenia,visa required
Namibia,Australia,eVisaApply now
Namibia,Austria,visa required
Namibia,Azerbaijan,visa required
Namibia,Bahamas,visa-free/90 days
Namibia,Bahrain,eVisaApply now
Namibia,Bangladesh,visa on arrival/30 days
Namibia,Barbados,visa-free/90 days
Namibia,Belarus,visa required
Namibia,Belgium,visa required
Namibia,Belize,visa-free
Namibia,Benin,visa-free/90 days
Namibia,Bhutan,eVisaApply now
Namibia,Bolivia,visa on arrival / eVisa/90 daysApply now
Namibia,Bosnia and Herzegovina,visa required
Namibia,Botswana,visa-free/90 days
Namibia,Brazil,visa-free/90 days
Namibia,Brunei,visa required
Namibia,Bulgaria,visa required
Namibia,Burkina Faso,eVisaApply now
Namibia,Burundi,visa on arrival/30 days
Namibia,Cambodia,visa on arrival / eVisa/30 daysApply now
Namibia,Cameroon,eVisaApply now
Namibia,Canada,visa required
Namibia,Cape Verde,visa on arrival (EASE)Apply now
Namibia,Central African Republic,visa required
Namibia,Chad,visa required
Namibia,Chile,visa required
Namibia,China,visa required
Namibia,Colombia,eVisaApply now
Namibia,Comoros,visa on arrival/45 days
Namibia,Congo,visa required
Namibia,Congo (Dem. Rep.),eVisa/90 daysApply now
Namibia,Costa Rica,visa required
Namibia,Cote d'Ivoire (Ivory Coast),pre-enrollment/90 daysApply now
Namibia,Croatia,visa required
Namibia,Cuba,visa-free
Namibia,Cyprus,visa required
Namibia,Czech Republic,visa required
Namibia,Denmark,visa required
Namibia,Djibouti,eVisaApply now
Namibia,Dominica,visa-free/180 days
Namibia,Dominican Republic,visa-free
Namibia,Ecuador,visa-free/90 days
Namibia,Egypt,visa required
Namibia,El Salvador,eVisaApply now
Namibia,Equatorial Guinea,eVisaApply now
Namibia,Eritrea,visa required
Namibia,Estonia,visa required
Namibia,Eswatini,visa-free/30 days
Namibia,Ethiopia,visa on arrival / eVisa/90 daysApply now
Namibia,Fiji,visa required
Namibia,Finland,visa required
Namibia,France,visa required
Namibia,Gabon,eVisa/90 daysApply now
Namibia,Gambia,visa-free/90 days
Namibia,Georgia,eVisaApply now
Namibia,Germany,visa required
Namibia,Ghana,visa on arrival/30 days
Namibia,Greece,visa required
Namibia,Grenada,visa-free/90 days
Namibia,Guatemala,visa required
Namibia,Guinea,visa-free
Namibia,Guinea-Bissau,visa on arrival/90 days
Namibia,Guyana,visa required
Namibia,Haiti,visa-free/90 days
Namibia,Honduras,visa required
Namibia,Hong Kong,visa-free/90 days
Namibia,Hungary,visa required
Namibia,Iceland,visa required
Namibia,India,eVisa/30 daysApply now
Namibia,Indonesia,visa required
Namibia,Iran,eVisa/30 daysApply now
Namibia,Iraq,visa required
Namibia,Ireland,visa required
Namibia,Israel,visa required
Namibia,Italy,visa required
Namibia,Jamaica,visa-free
Namibia,Japan,visa required
Namibia,Jordan,eVisa
Namibia,Kazakhstan,eVisaApply now
Namibia,Kenya,visa-free/90 days
Namibia,Kiribati,visa-free/90 days
Namibia,Kosovo,visa-free/90 days
Namibia,Kuwait,visa required
Namibia,Kyrgyzstan,eVisaApply now
Namibia,Laos,visa on arrival / eVisa/30 daysApply now
Namibia,Latvia,visa required
Namibia,Lebanon,visa required
Namibia,Lesotho,visa-free/90 days
Namibia,Liberia,visa required
Namibia,Libya,visa required
Namibia,Liechtenstein,visa required
Namibia,Lithuania,visa required
Namibia,Luxembourg,visa required
Namibia,Macao,visa-free/30 days
Namibia,Madagascar,visa on arrival/90 days
Namibia,Malawi,visa-free/90 days
Namibia,Malaysia,visa-free/30 days
Namibia,Maldives,visa on arrival/30 days
Namibia,Mali,visa required
Namibia,Malta,visa required
Namibia,Marshall Islands,visa required
Namibia,Mauritania,visa on arrival
Namibia,Mauritius,visa-free/90 days
Namibia,Mexico,visa required
Namibia,Micronesia,visa-free/30 days
Namibia,Moldova,eVisaApply now
Namibia,Monaco,visa required
Namibia,Mongolia,eVisaApply now
Namibia,Montenegro,visa required
Namibia,Morocco,visa required
Namibia,Mozambique,visa on arrival / eVisa/30 daysApply now
Namibia,Myanmar,visa required
Namibia,Nauru,visa required
Namibia,Nepal,visa on arrival / eVisa/150 daysApply now
Namibia,Netherlands,visa required
Namibia,New Zealand,visa required
Namibia,Nicaragua,visa on arrival/30 days
Namibia,Niger,visa required
Namibia,Nigeria,visa on arrival / eVisaApply now
Namibia,North Korea,visa required
Namibia,North Macedonia,visa required
Namibia,Norway,visa required
Namibia,Oman,eVisaApply now
Namibia,Pakistan,eVisaApply now
Namibia,Palau,visa on arrival/30 days
Namibia,Palestinian Territories,visa required
Namibia,Panama,visa-free/90 days
Namibia,Papua New Guinea,eVisa/30 daysApply now
Namibia,Paraguay,visa required
Namibia,Peru,visa required
Namibia,Philippines,visa-free/30 days
Namibia,Poland,visa required
Namibia,Portugal,visa required
Namibia,Qatar,visa required
Namibia,Romania,visa required
Namibia,Russian Federation,visa-free/90 days
Namibia,Rwanda,visa on arrival / eVisa/30 daysApply now
Namibia,Saint Kitts and Nevis,eVisaApply now
Namibia,Saint Lucia,visa-free/42 days
Namibia,Samoa,visa on arrival/90 days
Namibia,San Marino,visa required
Namibia,Sao Tome and Principe,eVisaApply now
Namibia,Saudi Arabia,visa required
Namibia,Senegal,visa on arrival/30 days
Namibia,Serbia,visa required
Namibia,Seychelles,tourist registration/90 daysApply now
Namibia,Sierra Leone,visa on arrival / eVisa/30 daysApply now
Namibia,Singapore,visa-free/30 days
Namibia,Slovakia,visa required
Namibia,Slovenia,visa required
Namibia,Solomon Islands,visa required
Namibia,Somalia,visa on arrival/30 days
Namibia,South Africa,visa-free/90 days
Namibia,South Korea,eVisaApply now
Namibia,South Sudan,eVisaApply now
Namibia,Spain,visa required
Namibia,Sri Lanka,eTA/30 daysApply now
Namibia,St. Vincent and the Grenadines,visa-free/90 days
Namibia,Sudan,visa required
Namibia,Suriname,tourist card/90 daysApply now
Namibia,Sweden,visa required
Namibia,Switzerland,visa required
Namibia,Syria,visa required
Namibia,Taiwan,visa required
Namibia,Tajikistan,eVisaApply now
Namibia,Tanzania,visa-free/90 days
Namibia,Thailand,visa required
Namibia,Timor-Leste,visa on arrival/30 days
Namibia,Togo,visa on arrival / eVisa/15 daysApply now
Namibia,Tonga,visa required
Namibia,Trinidad and Tobago,visa-free
Namibia,Tunisia,visa-free/90 days
Namibia,Turkmenistan,visa required
Namibia,Tuvalu,visa on arrival/30 days
Namibia,Türkiye,visa required
Namibia,Uganda,eVisaApply now
Namibia,Ukraine,visa required
Namibia,United Arab Emirates,visa required
Namibia,United Kingdom,visa required
Namibia,United States of America,visa required
Namibia,Uruguay,visa required
Namibia,Uzbekistan,eVisaApply now
Namibia,Vanuatu,visa-free/30 days
Namibia,Vatican City,visa required
Namibia,Venezuela,visa required
Namibia,Viet Nam,eVisa/90 daysApply now
Namibia,Yemen,visa required
Namibia,Zambia,visa-free
Namibia,Zimbabwe,visa-free/90 days
Nauru,Afghanistan,visa required
Nauru,Albania,eVisaApply now
Nauru,Algeria,visa required
Nauru,Andorra,visa required
Nauru,Angola,visa-free/30 days
Nauru,Antigua and Barbuda,visa-free/180 days
Nauru,Argentina,visa required
Nauru,Armenia,eVisa/120 daysApply now
Nauru,Australia,eVisaApply now
Nauru,Austria,visa required
Nauru,Azerbaijan,visa required
Nauru,Bahamas,visa-free/90 days
Nauru,Bahrain,eVisaApply now
Nauru,Bangladesh,visa on arrival/30 days
Nauru,Barbados,visa-free/90 days
Nauru,Belarus,visa required
Nauru,Belgium,visa required
Nauru,Belize,visa required
Nauru,Benin,eVisaApply now
Nauru,Bhutan,eVisaApply now
Nauru,Bolivia,visa on arrival / eVisa/90 daysApply now
Nauru,Bosnia and Herzegovina,visa required
Nauru,Botswana,visa-free/90 days
Nauru,Brazil,visa required
Nauru,Brunei,visa required
Nauru,Bulgaria,visa required
Nauru,Burkina Faso,eVisaApply now
Nauru,Burundi,visa on arrival/30 days
Nauru,Cambodia,visa on arrival / eVisa/30 daysApply now
Nauru,Cameroon,eVisaApply now
Nauru,Canada,visa required
Nauru,Cape Verde,visa on arrival (EASE)Apply now
Nauru,Central African Republic,visa required
Nauru,Chad,visa required
Nauru,Chile,visa required
Nauru,China,visa required
Nauru,Colombia,eVisaApply now
Nauru,Comoros,visa on arrival/45 days
Nauru,Congo,visa required
Nauru,Congo (Dem. Rep.),eVisa/90 daysApply now
Nauru,Costa Rica,visa-free/30 days
Nauru,Cote d'Ivoire (Ivory Coast),pre-enrollment/90 daysApply now
Nauru,Croatia,visa required
Nauru,Cuba,tourist card/30 days
Nauru,Cyprus,visa required
Nauru,Czech Republic,visa required
Nauru,Denmark,visa required
Nauru,Djibouti,eVisaApply now
Nauru,Dominica,visa-free/180 days
Nauru,Dominican Republic,visa-free
Nauru,Ecuador,visa-free/90 days
Nauru,Egypt,visa on arrival/30 days
Nauru,El Salvador,eVisaApply now
Nauru,Equatorial Guinea,eVisaApply now
Nauru,Eritrea,visa required
Nauru,Estonia,visa required
Nauru,Eswatini,visa-free/30 days
Nauru,Ethiopia,eVisa/90 daysApply now
Nauru,Fiji,visa-free/120 days
Nauru,Finland,visa required
Nauru,France,visa required
Nauru,Gabon,eVisa/90 daysApply now
Nauru,Gambia,visa-free/90 days
Nauru,Georgia,eVisaApply now
Nauru,Germany,visa required
Nauru,Ghana,visa on arrival
Nauru,Greece,visa required
Nauru,Grenada,visa-free/90 days
Nauru,Guatemala,visa required
Nauru,Guinea,eVisa/90 daysApply now
Nauru,Guinea-Bissau,visa on arrival/90 days
Nauru,Guyana,visa required
Nauru,Haiti,visa-free/90 days
Nauru,Honduras,visa required
Nauru,Hong Kong,visa-free/90 days
Nauru,Hungary,visa required
Nauru,Iceland,visa required
Nauru,India,eVisa/30 daysApply now
Nauru,Indonesia,visa required
Nauru,Iran,eVisa/30 daysApply now
Nauru,Iraq,visa required
Nauru,Ireland,visa-free/90 days
Nauru,Israel,visa-free/90 days
Nauru,Italy,visa required
Nauru,Jamaica,visa-free
Nauru,Japan,visa required
Nauru,Jordan,visa on arrival / eVisaApply now
Nauru,Kazakhstan,eVisaApply now
Nauru,Kenya,visa-free/90 days
Nauru,Kiribati,visa-free/90 days
Nauru,Kosovo,visa-free/90 days
Nauru,Kuwait,visa required
Nauru,Kyrgyzstan,eVisaApply now
Nauru,Laos,visa required
Nauru,Latvia,visa required
Nauru,Lebanon,visa required
Nauru,Lesotho,visa-free/90 days
Nauru,Liberia,visa required
Nauru,Libya,visa required
Nauru,Liechtenstein,visa required
Nauru,Lithuania,visa required
Nauru,Luxembourg,visa required
Nauru,Macao,visa on arrival/30 days
Nauru,Madagascar,visa on arrival/90 days
Nauru,Malawi,visa-free/90 days
Nauru,Malaysia,visa-free/30 days
Nauru,Maldives,visa on arrival/30 days
Nauru,Mali,visa required
Nauru,Malta,visa required
Nauru,Marshall Islands,visa on arrival/90 days
Nauru,Mauritania,visa on arrival
Nauru,Mauritius,visa-free/90 days
Nauru,Mexico,visa required
Nauru,Micronesia,visa-free/30 days
Nauru,Moldova,eVisaApply now
Nauru,Monaco,visa required
Nauru,Mongolia,eVisaApply now
Nauru,Montenegro,visa required
Nauru,Morocco,visa required
Nauru,Mozambique,visa on arrival / eVisa/30 daysApply now
Nauru,Myanmar,visa required
Nauru,Namibia,visa required
Nauru,Nepal,visa on arrival / eVisa/150 daysApply now
Nauru,Netherlands,visa required
Nauru,New Zealand,visa required
Nauru,Nicaragua,visa on arrival/30 days
Nauru,Niger,visa required
Nauru,Nigeria,eVisaApply now
Nauru,North Korea,visa required
Nauru,North Macedonia,visa required
Nauru,Norway,visa required
Nauru,Oman,eVisaApply now
Nauru,Pakistan,eVisaApply now
Nauru,Palau,visa on arrival/30 days
Nauru,Palestinian Territories,visa-free
Nauru,Panama,visa-free/90 days
Nauru,Papua New Guinea,eVisa/60 daysApply now
Nauru,Paraguay,visa required
Nauru,Peru,visa-free/180 days
Nauru,Philippines,visa required
Nauru,Poland,visa required
Nauru,Portugal,visa required
Nauru,Qatar,visa required
Nauru,Romania,visa required
Nauru,Russian Federation,visa-free/14 days
Nauru,Rwanda,visa on arrival / eVisa/30 daysApply now
Nauru,Saint Kitts and Nevis,visa-free/90 days
Nauru,Saint Lucia,visa-free/42 days
Nauru,Samoa,visa on arrival/90 days
Nauru,San Marino,visa required
Nauru,Sao Tome and Principe,eVisaApply now
Nauru,Saudi Arabia,visa required
Nauru,Senegal,visa required
Nauru,Serbia,visa required
Nauru,Seychelles,tourist registration/90 daysApply now
Nauru,Sierra Leone,visa on arrival / eVisa/30 daysApply now
Nauru,Singapore,visa-free/30 days
Nauru,Slovakia,visa required
Nauru,Slovenia,visa required
Nauru,Solomon Islands,visa on arrival/90 days
Nauru,Somalia,visa on arrival/30 days
Nauru,South Africa,visa required
Nauru,South Korea,eTA/30 daysApply now
Nauru,South Sudan,eVisaApply now
Nauru,Spain,visa required
Nauru,Sri Lanka,eTA/30 daysApply now
Nauru,St. Vincent and the Grenadines,visa-free/90 days
Nauru,Sudan,visa required
Nauru,Suriname,tourist card/90 daysApply now
Nauru,Sweden,visa required
Nauru,Switzerland,visa required
Nauru,Syria,visa required
Nauru,Taiwan,visa-free/30 days
Nauru,Tajikistan,eVisaApply now
Nauru,Tanzania,visa-free/90 days
Nauru,Thailand,visa on arrival / eVisa/30 daysApply now
Nauru,Timor-Leste,visa on arrival/30 days
Nauru,Togo,visa on arrival / eVisa/15 daysApply now
Nauru,Tonga,visa on arrival/31 days
Nauru,Trinidad and Tobago,visa-free
Nauru,Tunisia,visa required
Nauru,Turkmenistan,visa required
Nauru,Tuvalu,visa on arrival/30 days
Nauru,Türkiye,visa required
Nauru,Uganda,eVisaApply now
Nauru,Ukraine,visa required
Nauru,United Arab Emirates,visa-free/90 days
Nauru,United Kingdom,visa-free/180 days
Nauru,United States of America,visa required
Nauru,Uruguay,visa required
Nauru,Uzbekistan,eVisa/30 days
Nauru,Vanuatu,visa-free/30 days
Nauru,Vatican City,visa required
Nauru,Venezuela,visa required
Nauru,Viet Nam,eVisa/90 daysApply now
Nauru,Yemen,visa required
Nauru,Zambia,visa-free/90 days
Nauru,Zimbabwe,visa-free/90 days
New Zealand,Afghanistan,visa required
New Zealand,Albania,visa-free/90 days
New Zealand,Algeria,visa required
New Zealand,Andorra,visa-free/90 days
New Zealand,Angola,visa-free/30 days
New Zealand,Antigua and Barbuda,visa-free/180 days
New Zealand,Argentina,visa-free/90 days
New Zealand,Armenia,visa-free/180 days
