country,branch_no,branch,department_no,department,head,head_no,name,full_name,party,state,district,president,start_date,end_date,birth_age,birth_state,birth_country,education
United States,2,executive,5,Department of Defense,Secretary of Defense,10.0,Melvin R. Laird,,Republican,,,Richard Nixon,,,,,United States,bachelor
United States,2,executive,5,Department of Defense,Secretary of Defense,11.0,Elliot Richardson,,Republican,,,Richard Nixon,,,,,United States,law
United States,2,executive,5,Department of Defense,Secretary of Defense,12.0,James R. Schlesinger,,Republican,,,Richard Nixon,,,,,United States,master
United States,2,executive,5,Department of Defense,Secretary of Defense,13.0,Donald Rumsfeld,,Republican,,,Gerald Ford,,,,,United States,law
United States,2,executive,5,Department of Defense,Secretary of Defense,14.0,Harold Brown,,Independent,,,Jimmy Carter,,,,,United States,bachelor
United States,2,executive,5,Department of Defense,Secretary of Defense,15.0,Caspar Weinberger,,Republican,,,Ronald Reagan,,,,,United States,law
United States,2,executive,5,Department of Defense,Secretary of Defense,16.0,Frank Carlucci,,Republican,,,Ronald Reagan,,,,,United States,education
United States,2,executive,5,Department of Defense,Secretary of Defense,17.0,Dick Cheney,,Republican,,,George H. W. Bush,,,,,United States,none
United States,2,executive,5,Department of Defense,Secretary of Defense,18.0,Leslie Aspin,,Democratic,,,Bill Clinton,,,,,United States,master
United States,2,executive,5,Department of Defense,Secretary of Defense,19.0,William Perry,,Democratic,,,Bill Clinton,,,,,United States,bachelor
United States,2,executive,5,Department of Defense,Secretary of Defense,20.0,William Cohen,,Republican,,,Bill Clinton,,,,,United States,bachelor
United States,2,executive,5,Department of Defense,Secretary of Defense,21.0,Donald Rumsfeld,,Republican,,,George W. Bush,,,,,United States,none
United States,2,executive,5,Department of Defense,Secretary of Defense,22.0,Robert Gates,,Republican,,,George W. Bush,,,,,United States,master
United States,2,executive,5,Department of Defense,Secretary of Defense,23.0,Leon Panetta,,Democratic,,,Barack Obama,,,,,United States,none
United States,2,executive,5,Department of Defense,Secretary of Defense,24.0,Chuck Hagel,,Republican,,,Barack Obama,,,,,United States,none
United States,2,executive,5,Department of Defense,Secretary of Defense,25.0,Ash Carter,,Democratic,,,Barack Obama,,,,,United States,none
United States,2,executive,5,Department of Defense,Secretary of Defense,26.0,Jim Mattis,,Independent,,,Donald Trump,,,,,United States,bachelor
United States,2,executive,5,Department of Defense,Secretary of Defense,27.0,Mark Esper,,Republican,,,Donald Trump,,,,,United States,bachelor
United States,2,executive,5,Department of Defense,Secretary of Defense,28.0,Lloyd Austin,,Independent,,,Joe Biden,,,,,United States,none
United States,2,executive,6,Department of Justice,Attorney General,1.0,Edmund Randolph,,,,,George Washington,,,,,United States,none
United States,2,executive,6,Department of Justice,Attorney General,2.0,William Bradford,,,,,George Washington,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,3.0,Charles Lee,,,,,George Washington,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,4.0,Levi Lincoln Sr.,,,,,Thomas Jefferson,,,,,United States,none
United States,2,executive,6,Department of Justice,Attorney General,5.0,John Breckinridge,,,,,Thomas Jefferson,,,,,United States,none
United States,2,executive,6,Department of Justice,Attorney General,6.0,Caesar Augustus Rodney,,,,,Thomas Jefferson,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,7.0,William Pinkney,,,,,James Madison,,,,,United States,law
United States,2,executive,6,Department of Justice,Attorney General,8.0,Richard Rush,,,,,James Madison,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,9.0,William Wirt,,,,,James Monroe,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,10.0,John Macpherson Berrien,,,,,Andrew Jackson,,,,,United States,none
United States,2,executive,6,Department of Justice,Attorney General,11.0,Roger B. Taney,,,,,Andrew Jackson,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,12.0,Benjamin Franklin Butler,,,,,Andrew Jackson,,,,,United States,none
United States,2,executive,6,Department of Justice,Attorney General,13.0,Felix Grundy,,,,,Martin Van Buren,,,,,United States,none
United States,2,executive,6,Department of Justice,Attorney General,14.0,Henry D. Gilpin,,,,,Martin Van Buren,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,15.0,John J. Crittenden,,,,,William Henry Harrison,,,,,United States,law
United States,2,executive,6,Department of Justice,Attorney General,16.0,Hugh S. Legaré,,,,,John Tyler,,,,,United States,doctorate
United States,2,executive,6,Department of Justice,Attorney General,17.0,John Nelson,,,,,John Tyler,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,18.0,John Y. Mason,,,,,James K. Polk,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,19.0,Nathan Clifford,,,,,James K. Polk,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,20.0,Isaac Toucey,,,,,James K. Polk,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,21.0,Reverdy Johnson,,,,,Zachary Taylor,,,,,United States,none
United States,2,executive,6,Department of Justice,Attorney General,22.0,John J. Crittenden,,,,,Millard Fillmore,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,23.0,Caleb Cushing,,,,,Franklin Pierce,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,24.0,Jeremiah S. Black,,,,,James Buchanan,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,25.0,Edwin Stanton,,,,,James Buchanan,,,,,United States,law
United States,2,executive,6,Department of Justice,Attorney General,26.0,Edward Bates,,,,,Abraham Lincoln,,,,,United States,law
United States,2,executive,6,Department of Justice,Attorney General,27.0,James Speed,,,,,Abraham Lincoln,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,28.0,Henry Stanbery,,,,,Andrew Johnson,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,29.0,William M. Evarts,,,,,Andrew Johnson,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,30.0,Ebenezer R. Hoar,,,,,Ulysses S. Grant,,,,,United States,law
United States,2,executive,6,Department of Justice,Attorney General,31.0,Amos T. Akerman,,,,,Ulysses S. Grant,,,,,United States,master
United States,2,executive,6,Department of Justice,Attorney General,32.0,George Henry Williams,,,,,Ulysses S. Grant,,,,,United States,law
United States,2,executive,6,Department of Justice,Attorney General,33.0,Edwards Pierrepont,,,,,Ulysses S. Grant,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,34.0,Alphonso Taft,,,,,Ulysses S. Grant,,,,,United States,law
United States,2,executive,6,Department of Justice,Attorney General,35.0,Charles Devens,,,,,Rutherford B. Hayes,,,,,United States,education
United States,2,executive,6,Department of Justice,Attorney General,36.0,Wayne MacVeagh,,,,,James A. Garfield,,,,,United States,none
United States,2,executive,6,Department of Justice,Attorney General,37.0,Benjamin H. Brewster,,,,,Chester A. Arthur,,,,,United States,master
United States,2,executive,6,Department of Justice,Attorney General,38.0,Augustus Garland,,,,,Grover Cleveland,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,39.0,William H. H. Miller,,,,,Benjamin Harrison,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,40.0,Richard Olney,,,,,Grover Cleveland,,,,,United States,none
United States,2,executive,6,Department of Justice,Attorney General,41.0,Judson Harmon,,,,,Grover Cleveland,,,,,United States,master
United States,2,executive,6,Department of Justice,Attorney General,42.0,Joseph McKenna,,,,,William McKinley,,,,,United States,none
United States,2,executive,6,Department of Justice,Attorney General,43.0,John W. Griggs,,,,,William McKinley,,,,,United States,none
United States,2,executive,6,Department of Justice,Attorney General,44.0,Philander C. Knox,,,,,William McKinley,,,,,United States,none
United States,2,executive,6,Department of Justice,Attorney General,45.0,William Henry Moody,,,,,Theodore Roosevelt,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,46.0,Charles Bonaparte,,,,,Theodore Roosevelt,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,47.0,George W. Wickersham,,,,,William Howard Taft,,,,,United States,none
United States,2,executive,6,Department of Justice,Attorney General,48.0,James C. McReynolds,,,,,Woodrow Wilson,,,,,United States,none
United States,2,executive,6,Department of Justice,Attorney General,49.0,Thomas Watt Gregory,,,,,Woodrow Wilson,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,50.0,A. Mitchell Palmer,,,,,Woodrow Wilson,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,51.0,Harry M. Daugherty,,,,,Warren G. Harding,,,,,United States,none
United States,2,executive,6,Department of Justice,Attorney General,52.0,Harlan F. Stone,,,,,Calvin Coolidge,,,,,United States,none
United States,2,executive,6,Department of Justice,Attorney General,53.0,John G. Sargent,,,,,Calvin Coolidge,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,54.0,William D. Mitchell,,,,,Herbert Hoover,,,,,United States,law
United States,2,executive,6,Department of Justice,Attorney General,55.0,Homer Stille Cummings,,,,,Franklin D. Roosevelt,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,56.0,Frank Murphy,,,,,Franklin D. Roosevelt,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,57.0,Robert H. Jackson,,,,,Franklin D. Roosevelt,,,,,United States,none
United States,2,executive,6,Department of Justice,Attorney General,58.0,Francis Biddle,,,,,Harry S. Truman,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,59.0,Tom C. Clark,,,,,Harry S. Truman,,,,,United States,none
United States,2,executive,6,Department of Justice,Attorney General,60.0,J. Howard McGrath,,,,,Harry S. Truman,,,,,United States,none
United States,2,executive,6,Department of Justice,Attorney General,61.0,James P. McGranery,,,,,Harry S. Truman,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,62.0,Herbert Brownell Jr.,,,,,Dwight D. Eisenhower,,,,,United States,law
United States,2,executive,6,Department of Justice,Attorney General,63.0,William P. Rogers,,,,,Dwight D. Eisenhower,,,,,United States,doctorate
United States,2,executive,6,Department of Justice,Attorney General,64.0,Robert F. Kennedy,,,,,John F. Kennedy,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,65.0,Nicholas Katzenbach,,,,,Lyndon B. Johnson,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,66.0,Ramsey Clark,,,,,Lyndon B. Johnson,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,67.0,John N. Mitchell,,,,,Richard Nixon,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,68.0,Richard Kleindienst,,,,,Richard Nixon,,,,,United States,none
United States,2,executive,6,Department of Justice,Attorney General,69.0,Elliot Richardson,,,,,Richard Nixon,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,70.0,William B. Saxbe,,,,,Richard Nixon,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,71.0,Edward H. Levi,,,,,Gerald Ford,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,72.0,Griffin Bell,,,,,Jimmy Carter,,,,,United States,law
United States,2,executive,6,Department of Justice,Attorney General,73.0,Benjamin Civiletti,,,,,Jimmy Carter,,,,,United States,law
United States,2,executive,6,Department of Justice,Attorney General,74.0,William French Smith,,,,,Ronald Reagan,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,75.0,Edwin Meese,,,,,Ronald Reagan,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,76.0,Dick Thornburgh,,,,,Ronald Reagan,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,77.0,William Barr,,,,,George H. W. Bush,,,,,United States,law
United States,2,executive,6,Department of Justice,Attorney General,78.0,Janet Reno,,,,,Bill Clinton,,,,,United States,master
United States,2,executive,6,Department of Justice,Attorney General,79.0,John Ashcroft,,,,,George W. Bush,,,,,United States,law
United States,2,executive,6,Department of Justice,Attorney General,80.0,Alberto Gonzales,,,,,George W. Bush,,,,,United States,bachelor
United States,2,executive,6,Department of Justice,Attorney General,81.0,Michael Mukasey,,,,,George W. Bush,,,,,United States,law
United States,2,executive,6,Department of Justice,Attorney General,82.0,Eric Holder,,,,,Barack Obama,,,,,United States,education
United States,2,executive,6,Department of Justice,Attorney General,83.0,Loretta Lynch,,,,,Barack Obama,,,,,United States,none
United States,2,executive,6,Department of Justice,Attorney General,84.0,Jeff Sessions,,,,,Donald Trump,,,,,United States,master
