isin,priceAsk,priceClose,priceFiftyTwoWeekHigh,priceFiftyTwoWeekLow,volumeAverage,cashFlow,earningsPerShare,freeCashFlowYield,priceEarningsRatio,priceToCash,foreignExempt,shareDescription,numOfShares,yieldAnnual,incomeStatement,priceBid,priceDayHigh,priceDayLow,dateExDate,datePayDate,dateRecordDate,dividend,dividendType,frankingPercent
AU0000094153,1.29,1.25,9.42,1.205,643613.869565,-66.239,-0.19179,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,166705227.0,0.0,"[{'revenue': 2056000, 'netIncome': -24275000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 1778000, 'netIncome': -783000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 954080, 'netIncome': -4264800, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 1658090, 'netIncome': -3247580, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",1.26,1.3,1.22,,,,,,
AU0000238461,0.12,0.12,0.205,0.1125,111528.153846,-99999.99,-99999.99,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,81229697.0,0.0,"[{'revenue': 0, 'netIncome': -552150, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}]",0.11,0.11750000000000001,0.1125,,,,,,
AU000000BAS3,0.12,0.115,0.225,0.033,9960039.847826,-1.96834,-0.00152,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,267917271.0,0.0,"[{'revenue': 2927930, 'netIncome': -601610, 'period': '2021A', 'fPeriodEndDate': 44561, 'curCode': 'USD'}, {'revenue': 3150750, 'netIncome': -499830, 'period': '2020A', 'fPeriodEndDate': 44196, 'curCode': 'USD'}, {'revenue': 5053090, 'netIncome': 398420, 'period': '2019A', 'fPeriodEndDate': 43830, 'curCode': 'USD'}, {'revenue': 3840020, 'netIncome': -419620, 'period': '2018A', 'fPeriodEndDate': 43465, 'curCode': 'USD'}]",0.115,0.12,0.115,,,,,,
AU0000262644,0.4,0.355,0.73,0.3375,288928.351351,-1.62671,-0.04063,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,76966493.0,0.0,"[{'revenue': 0, 'netIncome': 3854940, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -1228110, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -1220550, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -9391370, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.375,0.4,0.355,,,,,,
NZBRLE0001S4,1.0050000000000001,0.92,1.58,0.71,73849.033708,6.77585,0.35521,0.40412204485754705,2.59004,2.4745,False,Ordinary Fully Paid,191359780.0,0.0,"[{'revenue': 39587000, 'netIncome': 30498000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'NZD'}, {'revenue': 48167000, 'netIncome': 66721000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'NZD'}, {'revenue': 47011000, 'netIncome': -47426000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'NZD'}, {'revenue': 52744000, 'netIncome': 44960000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'NZD'}]",0.91,1.0050000000000001,0.9500000000000001,,,,,,
AU000000BAT1,0.004,0.0035,0.01,0.003,2138200.44186,-6.15799,-0.00284,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,2935242345.0,0.0,"[{'revenue': 104190, 'netIncome': -6109520, 'period': '2021A', 'fPeriodEndDate': 44561, 'curCode': 'AUD'}, {'revenue': 313620, 'netIncome': -6546840, 'period': '2020A', 'fPeriodEndDate': 44196, 'curCode': 'AUD'}, {'revenue': 488040, 'netIncome': -36774170, 'period': '2019A', 'fPeriodEndDate': 43830, 'curCode': 'AUD'}, {'revenue': 178250, 'netIncome': -7243170, 'period': '2018A', 'fPeriodEndDate': 43465, 'curCode': 'AUD'}]",0.003,0.0035,0.003,,,,,,
AU0000136046,0.03,0.027,0.195,0.027,2830987.441558,-4.04617,-0.04915,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,159411585.0,0.0,"[{'revenue': 40650, 'netIncome': -3078820, 'period': '2021A', 'fPeriodEndDate': 44561, 'curCode': 'AUD'}, {'revenue': 221330, 'netIncome': -1058780, 'period': '2020A', 'fPeriodEndDate': 44196, 'curCode': 'AUD'}, {'revenue': 77160, 'netIncome': -944020, 'period': '2019A', 'fPeriodEndDate': 43830, 'curCode': 'AUD'}, {'revenue': 704000, 'netIncome': -631000, 'period': '2018A', 'fPeriodEndDate': 43465, 'curCode': 'AUD'}]",0.027,0.027,0.027,,,,,,
AU000000BCI0,0.255,0.24,0.48,0.21,363955.717391,-232.145,-0.00571,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,1211480407.0,0.0,"[{'revenue': 65798000, 'netIncome': -15485000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 162776000, 'netIncome': 21972000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 77959000, 'netIncome': 377000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 54942000, 'netIncome': 12897000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.25,0.25,0.245,2014-09-01,2014-09-25,2014-09-03,0.15,F,100.0
AU000000BBX1,0.11,0.105,0.24,0.05,248846.566265,-2.65183,-0.00774,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,490721475.0,0.0,"[{'revenue': 13930, 'netIncome': -2455990, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 1387160, 'netIncome': -2827020, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 240, 'netIncome': -2933000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 2040, 'netIncome': -1433140, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.1,,,,,,,,
AU000000BPT9,1.385,1.285,1.91,1.285,8085392.869565,-22.1,0.21681,0.22923319204927597,5.92685,4.36237,False,Ordinary Fully Paid,2281333656.0,2.166064981949458,"[{'revenue': 1771400000, 'netIncome': 500800000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 1562000000, 'netIncome': 316500000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 1728200000, 'netIncome': 500800000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 2077700000, 'netIncome': 577300000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",1.37,1.3875,1.33,2023-02-27,2023-03-31,2023-02-28,0.02,I,100.0
AU000000BMH1,0.11,0.12,0.2,0.1,,-1.40024,-0.00427,0.012399412863002113,-99999.99,80.64898,False,Ordinary Fully Paid,144744757.0,0.0,"[{'revenue': 499150, 'netIncome': 350780, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 4308260, 'netIncome': 3316070, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 4677930, 'netIncome': -258640, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 4505900, 'netIncome': -555140, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",,,,,,,,,
AU0000160921,0.067,0.068,0.13,0.051,142111.806452,-4.60492,-0.02264,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,211443781.0,0.0,"[{'revenue': 700030, 'netIncome': -3385490, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 275000, 'netIncome': -1524970, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 441590, 'netIncome': -696360, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 256530, 'netIncome': -429960, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.066,0.067,0.067,,,,,,
AU000000BLX0,1.75,1.75,2.91,1.66,158050.195652,22.929,0.18237,0.17719154938062695,9.59588,5.64361,False,Ordinary Fully Paid,224596289.0,5.360230547550432,"[{'revenue': 304793000, 'netIncome': 40726000, 'period': '2022A', 'fPeriodEndDate': 44738, 'curCode': 'AUD'}, {'revenue': 289314000, 'netIncome': 37658000, 'period': '2021A', 'fPeriodEndDate': 44374, 'curCode': 'AUD'}, {'revenue': 252549000, 'netIncome': 22225000, 'period': '2020A', 'fPeriodEndDate': 44010, 'curCode': 'AUD'}, {'revenue': 247679000, 'netIncome': 16044000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",1.73,1.75,1.73,2023-03-02,2023-03-17,2023-03-03,0.043,I,100.0
AU000000BCN0,0.03,0.03,0.037,0.022,1917180.117647,-16.43581,0.00343,-1.00000010000001e-05,8.74636,-99999.99,False,Ordinary Fully Paid,3756768171.0,7.586206896551725,"[{'revenue': 71171850, 'netIncome': 14827620, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 73749270, 'netIncome': 20281730, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 42833930, 'netIncome': 19021950, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 116300, 'netIncome': -8680120, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.029,0.031,0.029,2022-11-29,2022-12-09,2022-11-30,0.001,F,100.0
AU0000031395,0.2,0.2,0.37,0.185,91574.957143,-2.79497,-0.0015,0.05951325300631199,-99999.99,16.80298,False,Ordinary Fully Paid,86421921.0,0.0,"[{'revenue': 23662530, 'netIncome': -176810, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 18497060, 'netIncome': 509180, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 14923300, 'netIncome': -1629230, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 17779860, 'netIncome': 339130, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.195,,,,,,,,
AU0000190803,0.43,0.39,0.91,0.215,58752.094118,-36.03031,-0.46413,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,46479882.0,0.0,"[{'revenue': 15855350, 'netIncome': -29139950, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 4582200, 'netIncome': -18767170, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 443460, 'netIncome': -649990, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}]",0.425,0.425,0.4,,,,,,
AU0000170979,0.275,0.27,0.385,0.185,138183.188235,-1.16832,-0.02747,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,245727606.0,0.0,"[{'revenue': 16547000, 'netIncome': -4449000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 8388480, 'netIncome': -383620, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 4125620, 'netIncome': 382900, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 295940, 'netIncome': -932360, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.27,0.275,0.27,,,,,,
AU0000216913,0.145,0.135,0.4,0.11,94249.175676,-0.93456,-0.02898,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,66830639.0,0.0,"[{'revenue': 0, 'netIncome': -386160, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -32768, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}]",0.14,0.14250000000000002,0.14250000000000002,,,,,,
AU0000019374,1.2,1.245,1.3625,0.62,4192379.637363,-147.074,-0.02285,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,1129138080.0,0.0,"[{'revenue': 0, 'netIncome': -17770000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -12243000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -5687000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -7146370, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",1.19,1.23,1.185,,,,,,
AU000000BGA8,3.43,3.38,5.26,3.12,758896.5,25.5,0.01156,0.10122932897102412,292.3875,9.87856,False,Ordinary Fully Paid,304247980.0,2.941176470588235,"[{'revenue': 3009900000, 'netIncome': 24200000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 2073400000, 'netIncome': 78000000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 1493219000, 'netIncome': 21268000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 1419952000, 'netIncome': 4447000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",3.39,3.43,3.37,2023-02-28,2023-03-23,2023-03-01,0.045,I,100.0
AU0000185852,0.195,0.19,1.3,0.16,105558.098765,-5.49453,-0.18229,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,54430020.0,0.0,"[{'revenue': 0, 'netIncome': -3073460, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -120610, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}]",0.17500000000000002,0.195,0.195,,,,,,
AU000000BFG7,1.01,1.01,1.355,0.81,103674.065217,-22.247,0.08251,0.11218962739580951,12.24094,8.91348,False,Ordinary Fully Paid,320743948.0,6.930693069306931,"[{'revenue': 237515000, 'netIncome': 25687000, 'period': '2022A', 'fPeriodEndDate': 44926, 'curCode': 'AUD'}, {'revenue': 292146000, 'netIncome': 44118000, 'period': '2021A', 'fPeriodEndDate': 44561, 'curCode': 'AUD'}, {'revenue': 299326000, 'netIncome': 46695000, 'period': '2020A', 'fPeriodEndDate': 44196, 'curCode': 'AUD'}, {'revenue': 254470000, 'netIncome': 32443000, 'period': '2019A', 'fPeriodEndDate': 43830, 'curCode': 'AUD'}]",1.0,1.01,0.985,2023-03-01,2023-03-15,2023-03-02,0.045,F,100.0
AU0000175838,0.21,0.195,0.65,0.135,492689.847826,-51.214,-0.06266,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,527165826.0,0.0,"[{'revenue': 55230000, 'netIncome': -29800000, 'period': '2022A', 'fPeriodEndDate': 44926, 'curCode': 'AUD'}, {'revenue': 40026000, 'netIncome': -11728000, 'period': '2021A', 'fPeriodEndDate': 44561, 'curCode': 'AUD'}, {'revenue': 25471000, 'netIncome': -22531000, 'period': '2020A', 'fPeriodEndDate': 44196, 'curCode': 'AUD'}, {'revenue': 25307000, 'netIncome': -7103000, 'period': '2019A', 'fPeriodEndDate': 43830, 'curCode': 'AUD'}]",0.2,0.20500000000000002,0.195,,,,,,
AU000000BEN6,8.81,8.68,10.83,7.71,1647826.597826,-1452.7,0.66392,0.10566524194698776,13.07386,9.46385,False,Ordinary Fully Paid,568075657.0,6.328392246294185,"[{'revenue': 1710500000, 'netIncome': 488100000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 1805400000, 'netIncome': 524000000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 1634400000, 'netIncome': 192800000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 1591600000, 'netIncome': 376800000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",8.77,8.82,8.700000000000001,2023-03-06,2023-03-31,2023-03-07,0.29,I,100.0
AU000000BHD0,0.23,0.225,0.295,0.205,19400.833333,0.62438,-0.06349,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,24155241.0,0.0,"[{'revenue': -171250, 'netIncome': -1239020, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 2090050, 'netIncome': 1260800, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 848530, 'netIncome': -750240, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': -1752660, 'netIncome': -9821540, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.22,,,2018-02-08,2018-03-09,2018-02-09,0.12,I,10.0
AU0000118796,0.39,0.39,0.955,0.37,81740.433735,-13.37684,-0.07195,-1.00000010000001e-05,-99999.99,-99999.99,False,Chess Depositary Interests 1:1,128535522.0,0.0,"[{'revenue': 0, 'netIncome': -12636750, 'period': '2022A', 'fPeriodEndDate': 44681, 'curCode': 'CAD'}, {'revenue': 0, 'netIncome': -9459120, 'period': '2021A', 'fPeriodEndDate': 44316, 'curCode': 'CAD'}, {'revenue': 0, 'netIncome': -1303850, 'period': '2020A', 'fPeriodEndDate': 43951, 'curCode': 'CAD'}, {'revenue': 0, 'netIncome': -641690, 'period': '2019A', 'fPeriodEndDate': 43585, 'curCode': 'CAD'}]",0.365,0.39,0.385,,,,,,
AU000000BMN9,1.36,1.3,3.25,1.255,377487.67033,-7.761,-0.18052,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,150510660.0,0.0,"[{'revenue': 99000, 'netIncome': -3451000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 31000, 'netIncome': -2254000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 101000, 'netIncome': -2274000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 146000, 'netIncome': -2231000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",1.305,1.375,1.315,,,,,,
AU000000BEL0,0.06,0.045,0.11,0.045,31279.1,-0.20903,-0.03063,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,76127918.0,0.0,"[{'revenue': 6380, 'netIncome': -8646190, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 12095840, 'netIncome': 10433850, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 475350, 'netIncome': -1142550, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 296380, 'netIncome': -2458410, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.045,,,2018-07-12,2018-07-20,2018-07-13,0.005,F,100.0
AU0000160798,1.98,1.92,3.26,1.635,257858.391304,-99999.99,-99999.99,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,125366930.0,0.0,"[{'revenue': 622181000, 'netIncome': 36113000, 'period': '2022A', 'fPeriodEndDate': 44745, 'curCode': 'AUD'}, {'revenue': 576071000, 'netIncome': 81229000, 'period': '2021A', 'fPeriodEndDate': 44374, 'curCode': 'AUD'}]",1.96,1.98,1.925,2023-04-13,2023-04-28,2023-04-14,0.08,I,100.0
AU000000BHP4,44.42,43.550000000000004,53.72,35.83,8889141.652174,4401.803,5.41025,0.17844492386647323,8.04954,5.60397,False,Ordinary Fully Paid,5065820556.0,8.818468468468469,"[{'revenue': 65098000000, 'netIncome': 30900000000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'USD'}, {'revenue': 56921000000, 'netIncome': 11304000000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'USD'}, {'revenue': 38924000000, 'netIncome': 7956000000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'USD'}, {'revenue': 44288000000, 'netIncome': 8306000000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'USD'}]",44.34,44.550000000000004,43.93,2023-03-09,2023-03-30,2023-03-10,1.3636,I,100.0
AU0000150351,0.096,0.105,0.185,0.03056,2637130.194288,-5.17252,0.00606,0.0005451635272516345,17.31329,1834.312,False,Chess Depositary Interests 1:1,411808417.0,0.0,"[{'revenue': 0, 'netIncome': -3922480, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'USD'}, {'revenue': 0, 'netIncome': -13299480, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'USD'}, {'revenue': 0, 'netIncome': -1511850, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'USD'}, {'revenue': 0, 'netIncome': -18863530, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'USD'}]",0.095,0.12,0.09,,,,,,
AU0000184137,0.07100000000000001,0.066,0.115,0.061,147110.465753,-99999.99,-99999.99,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,201812546.0,0.0,"[{'revenue': 4393080, 'netIncome': -4540580, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 2621330, 'netIncome': -5381120, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 969970, 'netIncome': -3162160, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 387650, 'netIncome': -2011990, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.066,0.07,0.067,,,,,,
AU000000BTH6,0.41000000000000003,0.395,0.955,0.395,942702.088889,-22.655,-0.06428,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,607253090.0,0.0,"[{'revenue': 108033000, 'netIncome': -21151000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 43874000, 'netIncome': -13890000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 31006000, 'netIncome': -12206000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 19882000, 'netIncome': -4085000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.395,0.41500000000000004,0.395,,,,,,
AU000000BRI8,2.7,2.48,2.9,1.8,32988.505495,21.17286,0.2987,0.1873023959722493,8.30264,5.33896,False,Ordinary Fully Paid,83014871.0,0.0,"[{'revenue': 409263000, 'netIncome': 21267000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 281381910, 'netIncome': 1816300, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 248924140, 'netIncome': 4444260, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 217794160, 'netIncome': 3856710, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",2.5,2.52,2.49,2023-03-06,2023-03-29,2023-03-07,0.086,I,100.0
AU0000217580,0.17500000000000002,0.17,0.29,0.15,82029.733333,-2.15295,-0.05513,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,31350001.0,0.0,"[{'revenue': 0, 'netIncome': -805610, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -32768, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}]",0.16,0.17,0.17,,,,,,
AU000000BFC6,0.023,0.023,0.08938,0.022,2320731.044944,-19.739,-0.01698,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,1997046892.0,0.0,"[{'revenue': 139754000, 'netIncome': -21725000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 112468000, 'netIncome': -21821000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 103170000, 'netIncome': -11579000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 85225000, 'netIncome': -26975000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.022,0.024,0.022,2016-09-07,2016-10-31,2016-09-08,0.006,F,0.0
AU0000130130,0.011,0.01,0.085,0.009,877749.356164,-13.20949,-0.04994,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,931843166.0,0.0,"[{'revenue': 6576090, 'netIncome': -14320200, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 4459730, 'netIncome': -11122030, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -63350, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -153670, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.009000000000000001,0.01,0.01,,,,,,
AU000000BGT8,0.079,0.08,0.335,0.077,108636.544304,-3.02339,-0.02069,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,177033319.0,0.0,"[{'revenue': 932640, 'netIncome': -2914190, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 642200, 'netIncome': -2396260, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 1036610, 'netIncome': -1933100, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 644610, 'netIncome': -2055570, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.077,0.079,0.077,,,,,,
AU0000050585,0.18,0.18,0.84,0.17,3683221.576087,-46.657,-0.09016,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,942874934.0,0.0,"[{'revenue': 91682000, 'netIncome': -89234000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 19460510, 'netIncome': -17459040, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 8583160, 'netIncome': -2140550, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 6169130, 'netIncome': -3604760, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.17500000000000002,0.18,0.17,,,,,,
